"","survey.number","Deployment_ID","Start_long","Start_lat","End_long","End_lat","Depth","region","Acanthogorgia.sp","Acanthogorgiidae","Calcigorgia.sp","Antipatharia","Coral","Gorgonacea","Isididae","Paragorgia.sp","Alaskagorgia.aleutiana","Muriceides.sp","Plexauridae","Swiftia.sp","Arthrogorgia.sp","Fanellia.sp","Plumarella.aleutiana","Plumarella.sp","Primnoa.pacifica","Primnoidae","Thouarella.sp","Stylasteridae","Halipteris.sp","Pennatulacean","Ptilosarcus.gurneyi","Calcarea","Demosponge","Hexactinellid","Porifera","Bathy","Bcurrent","Btemp","Color","Slope","Tmax","RockCobble"
"711",4,"Data.4.D20170617-T093920",-163.6461633,54.11555,-163.6440183,54.11790333,88.58693878,"GOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.9180697926965,0.00386163392386563,4.53276755628624,1132.59223537618,0.183299139301372,20.4457336173312,0
"712",4,"Data.4.D20170617-T101504",-163.67259,54.11133833,-163.66809,54.11388833,84.82133903,"GOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57738319459503,0,0,0,0,80.7575943039135,0.00386253732880406,4.58095059287959,1136.92913351984,0.379283092235482,20.2210463365771,0
"713",4,"Data.4.D20170617-T121747",-163.7326517,54.17891833,-163.7268683,54.183745,79.91073107,"GOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2026093190014,0,11.2026093190014,0,0,77.4030146605978,0.00357701379304225,4.55595617133327,1115.13624257972,0.210697291008284,18.2137256091522,0.455607476635514
"714",4,"Data.4.D20170617-T130653",-163.7047767,54.14379333,-163.7028117,54.14998333,81.65851852,"GOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95706227396006,0,0,79.0098924836978,0.00372026298743456,4.58560419435837,1126.94615947749,0.187230596250235,19.4368567642458,0.00705052878965922
"715",4,"Data.4.D20170617-T140923",-163.7035217,54.17563167,-163.7012817,54.181955,79.00591304,"GOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.7190528764299,0.00345807061022447,4.54634994767011,1113.38785724471,0.18006211105553,18.4539479047965,0
"716",4,"Data.4.D20170618-T093126",-162.7919217,54.09019833,-162.7942317,54.09366333,80.92497238,"GOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.254997948514,0,0,0,0,5.38398807081564,0,80.7598210622346,0,0,80.1290321376105,0.00830405246740641,4.92733251503806,1201.21389753253,0.15890373538544,14.2184427365729,0.532314923619271
"717",4,"Data.4.D20170618-T101631",-162.8178767,54.07411,-162.821035,54.07814333,81.63014124,"GOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747.706389804538,0,0,0,0,0,0,208.316208104747,3.71993228758477,0,81.8447640071308,0.00794115307066357,4.9479730621735,1193.33108487363,0.201590247683695,13.8969456189234,0.954545454545455
"718",4,"Data.4.D20170618-T105629",-162.8432383,54.06561,-162.84542,54.06913,81.09344444,"GOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.91956549715,0,0,0,0,0,0,318.085786189896,0,0,80.9828534898179,0.00808950661948542,4.95160641689293,1183.02754100023,0.314153838476297,13.3579536577758,0.496394230769231
"719",4,"Data.4.D20170618-T124643",-162.89963,54.06201667,-162.90337,54.06872833,79.35797927,"GOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.701330914487,0,503.186413710707,0,0,2.89187594086613,0,2.89187594086613,0,86.756278225984,0,0,83.3646961135637,0.0097459626817867,4.90230872235559,1170.13678128043,0.741800376224955,13.2577475885767,0.572441742654509
"720",4,"Data.4.D20170618-T134356",-162.864675,54.07958667,-162.8734133,54.086345,76.35,"GOA",0,2.0780115572761,0,0,0,0,0,0,0,0,0,0,2.0780115572761,0,0,0,0,207.80115572761,0,0,4.15602311455221,0,8.31204622910442,0,413.524299897945,2.0780115572761,0,77.634277013429,0.00804776427869297,4.93417295324152,1176.09516606003,0.155903601571033,16.189730513345,0.582379862700229
"721",4,"Data.4.D20170619-T101957",-162.5140967,54.50027667,-162.5100333,54.500295,145.2978869,"GOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.879636979517,0,0,150.293968069067,0.0164586619186233,4.32406559568726,1270.59185969853,0.513245438443279,8.14494506473185,0
